Subject_Name,Student_Name,Passed
Chemistry,Olivia Brown,false
Chemistry,Olivia Cyan,false
Chemistry,Olivia Davis,false
Chemistry,Olivia Gray,false
Chemistry,Olivia Green,true
Chemistry,Olivia Indigo,true
Chemistry,Olivia Johnson,false
Chemistry,Olivia Magenta,false
Chemistry,Olivia Orange,true
Chemistry,Olivia Pink,false
Chemistry,Olivia Purple,false
Chemistry,Olivia Red,false
Chemistry,Olivia Teal,false
Chemistry,Olivia Violet,false
Chemistry,Olivia White,false
Chemistry,Olivia Yellow,false
Chemistry,Paul Azure,false
Chemistry,Paul Beige,false
Chemistry,Paul Black,true
Chemistry,Paul Blue,false
Chemistry,Paul Brown,false
Chemistry,Paul Cyan,false
Chemistry,Paul Davis,false
Chemistry,Paul Gray,false
Chemistry,Paul Green,false
Chemistry,Paul Indigo,false
Chemistry,Paul Johnson,false
Chemistry,Paul Magenta,false
Chemistry,Paul Orange,false
Chemistry,Paul Pink,false
Chemistry,Paul Purple,false
Chemistry,Paul Red,true
Chemistry,Paul Teal,false
Chemistry,Paul Violet,false
Chemistry,Paul White,false
Chemistry,Paul Yellow,true
Chemistry,Quincy Azure,false
Chemistry,Quincy Beige,true
Chemistry,Quincy Black,false
Chemistry,Quincy Blue,false
Chemistry,Quincy Brown,false
Chemistry,Quincy Cyan,false
Chemistry,Quincy Davis,false
Chemistry,Quincy Gray,true
Chemistry,Quincy Green,true
Chemistry,Quincy Indigo,false
Chemistry,Quincy Johnson,false
Chemistry,Quincy Magenta,true
Chemistry,Quincy Orange,false
Chemistry,Quincy Pink,false
Chemistry,Quincy Purple,false
Chemistry,Quincy Red,false
Chemistry,Quincy Teal,false
Chemistry,Quincy Violet,false
Chemistry,Quincy White,true
Chemistry,Quincy Yellow,false
Chemistry,Rita Azure,true
Chemistry,Rita Beige,false
Chemistry,Rita Black,false
Chemistry,Rita Blue,false
Chemistry,Rita Brown,true
Chemistry,Rita Cyan,true
Chemistry,Rita Davis,false
Chemistry,Rita Gray,true
Chemistry,Rita Green,false
Chemistry,Rita Indigo,false
Chemistry,Rita Johnson,false
Chemistry,Rita Magenta,false
Chemistry,Rita Orange,false
Chemistry,Rita Pink,false
Chemistry,Rita Purple,false
Chemistry,Rita Red,false
Chemistry,Rita Teal,false
Chemistry,Rita Violet,true
Chemistry,Rita White,false
Chemistry,Rita Yellow,false
Chemistry,Sam Azure,false
Chemistry,Sam Beige,false
Chemistry,Sam Black,false
Chemistry,Sam Blue,false
Chemistry,Sam Brown,false
Chemistry,Sam Cyan,false
Chemistry,Sam Davis,false
Chemistry,Sam Gray,true
Chemistry,Sam Green,false
Chemistry,Sam Indigo,false
Chemistry,Sam Johnson,false
Chemistry,Sam Magenta,false
Chemistry,Sam Orange,false
Chemistry,Sam Pink,false
Chemistry,Sam Purple,false
Chemistry,Sam Red,false
Chemistry,Sam Teal,false
Chemistry,Sam Violet,false
Chemistry,Sam White,false
Computer Science,Alice Azure,false
Computer Science,Alice Black,false
Computer Science,Alice Blue,false
Computer Science,Alice Brown,false
Computer Science,Alice Cyan,false
Computer Science,Alice Davis,false
Computer Science,Alice Gray,false
Computer Science,Alice Green,false
Computer Science,Alice Indigo,false
Computer Science,Alice Johnson,false
Computer Science,Alice Magenta,false
Computer Science,Alice Orange,false
Computer Science,Alice Pink,false
Computer Science,Alice Purple,false
Computer Science,Alice Red,false
Computer Science,Alice Teal,false
Computer Science,Alice Violet,false
Computer Science,Alice White,false
Computer Science,Alice Yellow,false
Computer Science,Bob Azure,false
Computer Science,Bob Beige,false
Computer Science,Bob Black,false
Computer Science,Bob Blue,false
Computer Science,Bob Brown,false
Computer Science,Bob Cyan,false
Computer Science,Bob Davis,false
Computer Science,Bob Gray,false
Computer Science,Bob Green,false
Computer Science,Bob Indigo,false
Computer Science,Bob Johnson,false
Computer Science,Bob Magenta,false
Computer Science,Bob Orange,false
Computer Science,Bob Pink,false
Computer Science,Bob Purple,false
Computer Science,Bob Red,false
Computer Science,Bob Teal,false
Computer Science,Bob Violet,false
Computer Science,Bob White,false
Computer Science,Bob Yellow,false
Computer Science,Charlie Azure,false
Computer Science,Charlie Beige,false
Computer Science,Charlie Black,false
Computer Science,Charlie Blue,false
Computer Science,Charlie Brown,false
Computer Science,Charlie Cyan,false
Computer Science,Charlie Davis,false
Computer Science,Charlie Gray,false
Computer Science,Charlie Green,false
Computer Science,Charlie Indigo,false
Computer Science,Charlie Johnson,false
Computer Science,Charlie Magenta,false
Computer Science,Charlie Orange,false
Computer Science,Charlie Pink,false
Computer Science,Charlie Purple,false
Computer Science,Charlie Red,false
Computer Science,Charlie Teal,false
Computer Science,Charlie Violet,false
Computer Science,Charlie White,false
Computer Science,Charlie Yellow,false
Computer Science,Dana Azure,false
Computer Science,Dana Beige,false
Computer Science,Dana Black,false
Computer Science,Dana Blue,false
Computer Science,Dana Brown,false
Computer Science,Dana Cyan,false
Computer Science,Dana Davis,false
Computer Science,Dana Gray,false
Computer Science,Dana Green,false
Computer Science,Dana Indigo,false
Computer Science,Dana Johnson,false
Computer Science,Dana Magenta,false
Computer Science,Dana Orange,false
Computer Science,Dana Pink,false
Computer Science,Dana Purple,false
Computer Science,Dana Red,false
Computer Science,Dana Teal,false
Computer Science,Dana Violet,false
Computer Science,Dana White,false
Computer Science,Dana Yellow,false
Computer Science,Eve Azure,false
Computer Science,Eve Beige,false
Computer Science,Eve Black,false
Computer Science,Eve Blue,false
Computer Science,Eve Brown,false
Computer Science,Eve Cyan,false
Computer Science,Eve Davis,false
Computer Science,Eve Gray,false
Computer Science,Eve Green,false
Computer Science,Eve Indigo,false
Computer Science,Eve Johnson,false
Computer Science,Eve Magenta,false
Computer Science,Eve Orange,false
Computer Science,Eve Pink,false
Computer Science,Eve Purple,false
Computer Science,Eve Red,false
Computer Science,Eve Teal,false
Computer Science,Eve Violet,false
Computer Science,Eve White,false
Computer Science,Eve Yellow,false
Computer Science,Frank Azure,false
Computer Science,Frank Beige,false
Computer Science,Frank Black,false
Computer Science,Frank Blue,false
Computer Science,Frank Brown,false
Computer Science,Frank Cyan,false
Computer Science,Frank Davis,false
Computer Science,Frank Gray,false
Computer Science,Frank Green,false
Computer Science,Frank Indigo,false
Computer Science,Frank Johnson,false
Computer Science,Frank Magenta,false
Computer Science,Frank Orange,false
Computer Science,Frank Pink,false
Computer Science,Frank Purple,false
Computer Science,Frank Red,false
Computer Science,Frank Teal,false
Computer Science,Frank Violet,false
Computer Science,Frank White,false
Computer Science,Frank Yellow,false
Computer Science,Grace Azure,false
Computer Science,Grace Beige,false
Computer Science,Grace Black,false
Computer Science,Grace Blue,false
Computer Science,Grace Brown,false
Computer Science,Grace Cyan,false
Computer Science,Grace Davis,false
Computer Science,Grace Gray,false
Computer Science,Grace Green,false
Computer Science,Grace Indigo,false
Computer Science,Grace Johnson,false
Computer Science,Grace Magenta,false
Computer Science,Grace Orange,false
Computer Science,Grace Pink,false
Computer Science,Grace Purple,false
Computer Science,Grace Red,false
Computer Science,Grace Teal,false
Computer Science,Grace Violet,false
Computer Science,Grace White,false
Computer Science,Grace Yellow,false
Computer Science,Hank Azure,false
Computer Science,Hank Beige,false
Computer Science,Hank Black,false
Computer Science,Hank Blue,false
Computer Science,Hank Brown,false
Computer Science,Hank Cyan,false
Computer Science,Hank Davis,false
Computer Science,Hank Gray,false
Computer Science,Hank Green,false
Computer Science,Hank Indigo,false
Computer Science,Hank Johnson,false
Computer Science,Hank Magenta,false
Computer Science,Hank Orange,false
Computer Science,Hank Pink,false
Computer Science,Hank Purple,false
Computer Science,Hank Red,false
Computer Science,Hank Teal,false
Computer Science,Hank Violet,false
Computer Science,Hank White,false
Computer Science,Hank Yellow,false
Computer Science,Ivy Azure,false
Computer Science,Ivy Beige,false
Computer Science,Ivy Black,false
Computer Science,Ivy Blue,false
Computer Science,Ivy Brown,false
Computer Science,Ivy Cyan,false
Computer Science,Ivy Davis,false
Computer Science,Ivy Gray,false
Computer Science,Ivy Green,false
Computer Science,Ivy Indigo,false
Computer Science,Ivy Johnson,false
Computer Science,Ivy Magenta,false
Computer Science,Ivy Orange,false
Computer Science,Ivy Pink,false
Computer Science,Ivy Purple,false
Computer Science,Ivy Red,false
Computer Science,Ivy Teal,false
Computer Science,Ivy Violet,false
Computer Science,Ivy White,false
Computer Science,Ivy Yellow,false
Computer Science,Jack Azure,false
Computer Science,Jack Beige,false
Computer Science,Jack Black,false
Computer Science,Jack Blue,false
Computer Science,Jack Brown,false
Computer Science,Jack Cyan,false
Computer Science,Jack Davis,false
Computer Science,Jack Gray,false
Computer Science,Jack Green,false
Computer Science,Jack Indigo,false
Computer Science,Jack Johnson,false
Computer Science,Jack Magenta,false
Computer Science,Jack Orange,false
Computer Science,Jack Pink,false
Computer Science,Jack Purple,false
Computer Science,Jack Red,false
Computer Science,Jack Teal,false
Computer Science,Jack Violet,false
Computer Science,Jack White,false
Computer Science,Jack Yellow,false
Computer Science,Kelly Azure,false
Computer Science,Kelly Beige,false
Computer Science,Kelly Black,false
Computer Science,Kelly Blue,false
Computer Science,Kelly Brown,false
Computer Science,Kelly Cyan,false
Computer Science,Kelly Davis,false
Computer Science,Kelly Gray,false
Computer Science,Kelly Green,false
Computer Science,Kelly Indigo,false
Computer Science,Kelly Johnson,false
Computer Science,Kelly Magenta,false
Computer Science,Kelly Orange,false
Computer Science,Kelly Pink,false
Computer Science,Kelly Purple,false
Computer Science,Kelly Red,false
Computer Science,Kelly Teal,false
Computer Science,Kelly Violet,false
Computer Science,Kelly White,false
Computer Science,Kelly Yellow,false
Computer Science,Liam Azure,false
Computer Science,Liam Beige,false
Computer Science,Liam Black,false
Computer Science,Liam Blue,false
Computer Science,Liam Brown,false
Computer Science,Liam Cyan,false
Computer Science,Liam Davis,false
Computer Science,Liam Gray,false
Computer Science,Liam Green,false
Computer Science,Liam Indigo,false
Computer Science,Liam Johnson,false
Computer Science,Liam Magenta,false
Computer Science,Liam Orange,false
Computer Science,Liam Pink,false
Computer Science,Liam Purple,false
Computer Science,Liam Red,false
Computer Science,Liam Teal,false
Computer Science,Liam Violet,false
Computer Science,Liam White,false
Computer Science,Liam Yellow,false
Computer Science,Mona Azure,false
Computer Science,Mona Beige,false
Computer Science,Mona Black,false
Computer Science,Mona Blue,false
Computer Science,Mona Brown,false
Computer Science,Mona Cyan,false
Computer Science,Mona Davis,false
Computer Science,Mona Gray,false
Computer Science,Mona Green,false
Computer Science,Mona Indigo,false
Computer Science,Mona Johnson,false
Computer Science,Mona Magenta,false
Computer Science,Mona Orange,false
Computer Science,Mona Pink,false
Computer Science,Mona Purple,false
Computer Science,Mona Red,false
Computer Science,Mona Teal,false
Computer Science,Mona Violet,false
Computer Science,Mona White,false
Computer Science,Mona Yellow,false
Computer Science,Nick Azure,false
Computer Science,Nick Beige,false
Computer Science,Nick Black,false
Computer Science,Nick Blue,false
Computer Science,Nick Brown,false
Computer Science,Nick Cyan,false
Computer Science,Nick Davis,false
Computer Science,Nick Gray,false
Computer Science,Nick Green,false
Computer Science,Nick Indigo,false
Computer Science,Nick Johnson,false
Computer Science,Nick Magenta,false
Computer Science,Nick Orange,false
Computer Science,Nick Pink,false
Computer Science,Nick Purple,false
Computer Science,Nick Red,false
Computer Science,Nick Teal,false
Computer Science,Nick Violet,false
Computer Science,Nick White,false
Computer Science,Nick Yellow,false
Computer Science,Olivia Azure,false
Computer Science,Olivia Beige,false
Computer Science,Olivia Black,false
Computer Science,Olivia Blue,false
Computer Science,Olivia Brown,false
Computer Science,Olivia Cyan,false
Computer Science,Olivia Davis,false
Computer Science,Olivia Gray,false
Computer Science,Olivia Green,false
Computer Science,Olivia Indigo,false
Computer Science,Olivia Johnson,false
Computer Science,Olivia Magenta,false
Computer Science,Olivia Orange,false
Computer Science,Olivia Pink,false
Computer Science,Olivia Purple,false
Computer Science,Olivia Red,false
Computer Science,Olivia Teal,false
Computer Science,Olivia Violet,false
Computer Science,Olivia White,false
Computer Science,Olivia Yellow,false
Computer Science,Paul Azure,false
Computer Science,Paul Beige,false
Computer Science,Paul Black,false
Computer Science,Paul Blue,false
Computer Science,Paul Brown,false
Computer Science,Paul Cyan,false
Computer Science,Paul Davis,false
Computer Science,Paul Gray,false
Computer Science,Paul Green,false
Computer Science,Paul Indigo,false
Computer Science,Paul Johnson,false
Computer Science,Paul Magenta,false
Computer Science,Paul Orange,false
Computer Science,Paul Pink,false
Computer Science,Paul Purple,false
Computer Science,Paul Red,false
Computer Science,Paul Teal,false
Computer Science,Paul Violet,false
Computer Science,Paul White,false
Computer Science,Paul Yellow,false
Computer Science,Quincy Azure,false
Computer Science,Quincy Beige,false
Computer Science,Quincy Black,false
Computer Science,Quincy Blue,false
Computer Science,Quincy Brown,false
Computer Science,Quincy Cyan,false
Computer Science,Quincy Davis,false
Computer Science,Quincy Gray,false
Computer Science,Quincy Green,false
Computer Science,Quincy Indigo,false
Computer Science,Quincy Johnson,false
Computer Science,Quincy Magenta,false
Computer Science,Quincy Orange,false
Computer Science,Quincy Pink,false
Computer Science,Quincy Purple,false
Computer Science,Quincy Red,false
Computer Science,Quincy Teal,false
Computer Science,Quincy Violet,false
Computer Science,Quincy White,false
Computer Science,Quincy Yellow,false
Computer Science,Rita Azure,false
Computer Science,Rita Beige,false
Computer Science,Rita Black,false
Computer Science,Rita Blue,false
Computer Science,Rita Brown,false
Computer Science,Rita Cyan,false
Computer Science,Rita Davis,false
Computer Science,Rita Gray,false
Computer Science,Rita Green,false
Computer Science,Rita Indigo,false
Computer Science,Rita Johnson,false
Computer Science,Rita Magenta,false
Computer Science,Rita Orange,false
Computer Science,Rita Pink,false
Computer Science,Rita Purple,false
Computer Science,Rita Red,false
Computer Science,Rita Teal,false
Computer Science,Rita Violet,false
Computer Science,Rita White,false
Computer Science,Rita Yellow,false
Computer Science,Sam Azure,false
Computer Science,Sam Beige,false
Computer Science,Sam Black,false
Computer Science,Sam Blue,false
Computer Science,Sam Brown,false
Computer Science,Sam Cyan,false
Computer Science,Sam Davis,false
Computer Science,Sam Gray,false
Computer Science,Sam Green,false
Computer Science,Sam Indigo,false
Computer Science,Sam Johnson,false
Computer Science,Sam Magenta,false
Computer Science,Sam Orange,false
Computer Science,Sam Pink,false
Computer Science,Sam Purple,false
Computer Science,Sam Red,false
Computer Science,Sam Teal,false
Computer Science,Sam Violet,false
Computer Science,Sam White,false
Economics,Alice Azure,true
Economics,Alice Black,false
Economics,Alice Blue,false
Economics,Alice Brown,false
Economics,Alice Cyan,false
Economics,Alice Davis,false
Economics,Alice Gray,true
Economics,Alice Green,false
Economics,Alice Indigo,false
Economics,Alice Johnson,false
Economics,Alice Magenta,false
Economics,Alice Orange,false
Economics,Alice Pink,false
Economics,Alice Purple,false
Economics,Alice Red,false
Economics,Alice Teal,true
Economics,Alice Violet,false
Economics,Alice White,false
Economics,Alice Yellow,false
Economics,Bob Azure,false
Economics,Bob Beige,false
Economics,Bob Black,false
Economics,Bob Blue,false
Economics,Bob Brown,true
Economics,Bob Cyan,false
Economics,Bob Davis,false
Economics,Bob Gray,false
Economics,Bob Green,false
Economics,Bob Indigo,false
Economics,Bob Johnson,false
Economics,Bob Magenta,false
Economics,Bob Orange,false
Economics,Bob Pink,false
Economics,Bob Purple,false
Economics,Bob Red,false
Economics,Bob Teal,false
Economics,Bob Violet,false
Economics,Bob White,false
Economics,Bob Yellow,false
Economics,Charlie Azure,false
Economics,Charlie Beige,false
Economics,Charlie Black,false
Economics,Charlie Blue,false
Economics,Charlie Brown,false
Economics,Charlie Cyan,false
Economics,Charlie Davis,false
Economics,Charlie Gray,false
Economics,Charlie Green,false
Economics,Charlie Indigo,false
Economics,Charlie Johnson,false
Economics,Charlie Magenta,false
Economics,Charlie Orange,false
Economics,Charlie Pink,false
Economics,Charlie Purple,false
Economics,Charlie Red,false
Economics,Charlie Teal,true
Economics,Charlie Violet,false
Economics,Charlie White,false
Economics,Charlie Yellow,false
Economics,Dana Azure,false
Economics,Dana Beige,true
Economics,Dana Black,true
Economics,Dana Blue,false
Economics,Dana Brown,true
Economics,Dana Cyan,false
Economics,Dana Davis,false
Economics,Dana Gray,false
Economics,Dana Green,false
Economics,Dana Indigo,false
Economics,Dana Johnson,false
Economics,Dana Magenta,true
Economics,Dana Orange,false
Economics,Dana Pink,false
Economics,Dana Purple,false
Economics,Dana Red,false
Economics,Dana Teal,false
Economics,Dana Violet,false
Economics,Dana White,false
Economics,Dana Yellow,false
Economics,Eve Azure,false
Economics,Eve Beige,false
Economics,Eve Black,false
Economics,Eve Blue,true
Economics,Eve Brown,false
Economics,Eve Cyan,false
Economics,Eve Davis,false
Economics,Eve Gray,false
Economics,Eve Green,true
Economics,Eve Indigo,false
Economics,Eve Johnson,false
Economics,Eve Magenta,false
Economics,Eve Orange,false
Economics,Eve Pink,false
Economics,Eve Purple,false
Economics,Eve Red,false
Economics,Eve Teal,false
Economics,Eve Violet,false
Economics,Eve White,false
Economics,Eve Yellow,false
Economics,Frank Azure,false
Economics,Frank Beige,true
Economics,Frank Black,true
Economics,Frank Blue,false
Economics,Frank Brown,false
Economics,Frank Cyan,false
Economics,Frank Davis,false
Economics,Frank Gray,false
Economics,Frank Green,false
Economics,Frank Indigo,false
Economics,Frank Johnson,false
Economics,Frank Magenta,false
Economics,Frank Orange,false
Economics,Frank Pink,true
Economics,Frank Purple,false
Economics,Frank Red,false
Economics,Frank Teal,false
Economics,Frank Violet,true
Economics,Frank White,false
Economics,Frank Yellow,false
Economics,Grace Azure,true
Economics,Grace Beige,false
Economics,Grace Black,false
Economics,Grace Blue,false
Economics,Grace Brown,false
Economics,Grace Cyan,false
Economics,Grace Davis,false
Economics,Grace Gray,false
Economics,Grace Green,false
Economics,Grace Indigo,false
Economics,Grace Johnson,false
Economics,Grace Magenta,false
Economics,Grace Orange,false
Economics,Grace Pink,false
Economics,Grace Purple,false
Economics,Grace Red,false
Economics,Grace Teal,false
Economics,Grace Violet,false
Economics,Grace White,false
Economics,Grace Yellow,false
Economics,Hank Azure,false
Economics,Hank Beige,true
Economics,Hank Black,true
Economics,Hank Blue,false
Economics,Hank Brown,false
Economics,Hank Cyan,false
Economics,Hank Davis,false
Economics,Hank Gray,true
Economics,Hank Green,false
Economics,Hank Indigo,false
Economics,Hank Johnson,false
Economics,Hank Magenta,false
Economics,Hank Orange,false
Economics,Hank Pink,false
Economics,Hank Purple,false
Economics,Hank Red,false
Economics,Hank Teal,false
Economics,Hank Violet,false
Economics,Hank White,false
Economics,Hank Yellow,false
Economics,Ivy Azure,false
Economics,Ivy Beige,false
Economics,Ivy Black,false
Economics,Ivy Blue,false
Economics,Ivy Brown,false
Economics,Ivy Cyan,false
Economics,Ivy Davis,true
Economics,Ivy Gray,false
Economics,Ivy Green,false
Economics,Ivy Indigo,false
Economics,Ivy Johnson,true
Economics,Ivy Magenta,false
Economics,Ivy Orange,true
Economics,Ivy Pink,true
Economics,Ivy Purple,false
Economics,Ivy Red,false
Economics,Ivy Teal,false
Economics,Ivy Violet,false
Economics,Ivy White,true
Economics,Ivy Yellow,true
Economics,Jack Azure,false
Economics,Jack Beige,false
Economics,Jack Black,true
Economics,Jack Blue,false
Economics,Jack Brown,false
Economics,Jack Cyan,false
Economics,Jack Davis,false
Economics,Jack Gray,false
Economics,Jack Green,false
Economics,Jack Indigo,false
Economics,Jack Johnson,false
Economics,Jack Magenta,false
Economics,Jack Orange,false
Economics,Jack Pink,false
Economics,Jack Purple,false
Economics,Jack Red,true
Economics,Jack Teal,false
Economics,Jack Violet,true
Economics,Jack White,false
Economics,Jack Yellow,false
Economics,Kelly Azure,false
Economics,Kelly Beige,false
Economics,Kelly Black,true
Economics,Kelly Blue,false
Economics,Kelly Brown,false
Economics,Kelly Cyan,false
Economics,Kelly Davis,true
Economics,Kelly Gray,false
Economics,Kelly Green,false
Economics,Kelly Indigo,false
Economics,Kelly Johnson,false
Economics,Kelly Magenta,false
Economics,Kelly Orange,false
Economics,Kelly Pink,false
Economics,Kelly Purple,false
Economics,Kelly Red,true
Economics,Kelly Teal,false
Economics,Kelly Violet,false
Economics,Kelly White,false
Economics,Kelly Yellow,false
Economics,Liam Azure,false
Economics,Liam Beige,false
Economics,Liam Black,false
Economics,Liam Blue,false
Economics,Liam Brown,false
Economics,Liam Cyan,false
Economics,Liam Davis,false
Economics,Liam Gray,false
Economics,Liam Green,false
Economics,Liam Indigo,false
Economics,Liam Johnson,false
Economics,Liam Magenta,false
Economics,Liam Orange,false
Economics,Liam Pink,false
Economics,Liam Purple,false
Economics,Liam Red,false
Economics,Liam Teal,false
Economics,Liam Violet,false
Economics,Liam White,false
Economics,Liam Yellow,false
Economics,Mona Azure,false
Economics,Mona Beige,false
Economics,Mona Black,false
Economics,Mona Blue,false
Economics,Mona Brown,false
Economics,Mona Cyan,false
Economics,Mona Davis,false
Economics,Mona Gray,false
Economics,Mona Green,false
Economics,Mona Indigo,true
Economics,Mona Johnson,false
Economics,Mona Magenta,false
Economics,Mona Orange,false
Economics,Mona Pink,false
Economics,Mona Purple,false
Economics,Mona Red,false
Economics,Mona Teal,false
Economics,Mona Violet,false
Economics,Mona White,false
Economics,Mona Yellow,false
Economics,Nick Azure,false
Economics,Nick Beige,false
Economics,Nick Black,true
Economics,Nick Blue,false
Economics,Nick Brown,false
Economics,Nick Cyan,false
Economics,Nick Davis,false
Economics,Nick Gray,false
Economics,Nick Green,true
Economics,Nick Indigo,false
Economics,Nick Johnson,false
Economics,Nick Magenta,false
Economics,Nick Orange,false
Economics,Nick Pink,false
Economics,Nick Purple,false
Economics,Nick Red,false
Economics,Nick Teal,false
Economics,Nick Violet,true
Economics,Nick White,false
Economics,Nick Yellow,false
Economics,Olivia Azure,false
Economics,Olivia Beige,false
Economics,Olivia Black,false
Economics,Olivia Blue,false
Economics,Olivia Brown,false
Economics,Olivia Cyan,false
Economics,Olivia Davis,false
Economics,Olivia Gray,false
Economics,Olivia Green,true
Economics,Olivia Indigo,false
Economics,Olivia Johnson,false
Economics,Olivia Magenta,false
Economics,Olivia Orange,true
Economics,Olivia Pink,false
Economics,Olivia Purple,false
Economics,Olivia Red,false
Economics,Olivia Teal,false
Economics,Olivia Violet,false
Economics,Olivia White,false
Economics,Olivia Yellow,false
Economics,Paul Azure,false
Economics,Paul Beige,false
Economics,Paul Black,false
Economics,Paul Blue,false
Economics,Paul Brown,false
Economics,Paul Cyan,false
Economics,Paul Davis,false
Economics,Paul Gray,false
Economics,Paul Green,false
Economics,Paul Indigo,false
Economics,Paul Johnson,false
Economics,Paul Magenta,false
Economics,Paul Orange,false
Economics,Paul Pink,false
Economics,Paul Purple,true
Economics,Paul Red,false
Economics,Paul Teal,false
Economics,Paul Violet,false
Economics,Paul White,false
Economics,Paul Yellow,false
Economics,Quincy Azure,false
Economics,Quincy Beige,false
Economics,Quincy Black,false
Economics,Quincy Blue,false
Economics,Quincy Brown,false
Economics,Quincy Cyan,false
Economics,Quincy Davis,false
Economics,Quincy Gray,false
Economics,Quincy Green,false
Economics,Quincy Indigo,false
Economics,Quincy Johnson,false
Economics,Quincy Magenta,false
Economics,Quincy Orange,false
Economics,Quincy Pink,false
Economics,Quincy Purple,false
Economics,Quincy Red,false
Economics,Quincy Teal,false
Economics,Quincy Violet,false
Economics,Quincy White,false
Economics,Quincy Yellow,false
Economics,Rita Azure,false
Economics,Rita Beige,false
Economics,Rita Black,true
Economics,Rita Blue,false
Economics,Rita Brown,false
Economics,Rita Cyan,false
Economics,Rita Davis,false
Economics,Rita Gray,false
Economics,Rita Green,false
Economics,Rita Indigo,false
Economics,Rita Johnson,false
Economics,Rita Magenta,false
Economics,Rita Orange,false
Economics,Rita Pink,false
Economics,Rita Purple,false
Economics,Rita Red,false
Economics,Rita Teal,false
Economics,Rita Violet,false
Economics,Rita White,false
Economics,Rita Yellow,false
Economics,Sam Azure,false
Economics,Sam Beige,false
Economics,Sam Black,false
Economics,Sam Blue,false
Economics,Sam Brown,false
Economics,Sam Cyan,false
Economics,Sam Davis,false
Economics,Sam Gray,false
Economics,Sam Green,false
Economics,Sam Indigo,true
Economics,Sam Johnson,false
Economics,Sam Magenta,false
Economics,Sam Orange,false
Economics,Sam Pink,false
Economics,Sam Purple,false
Economics,Sam Red,true
Economics,Sam Teal,false
Economics,Sam Violet,false
Economics,Sam White,false
English,Alice Azure,false
English,Alice Black,false
English,Alice Blue,false
English,Alice Brown,false
English,Alice Cyan,true
English,Alice Davis,false
English,Alice Gray,false
English,Alice Green,true
English,Alice Indigo,true
English,Alice Johnson,true
English,Alice Magenta,false
English,Alice Orange,true
English,Alice Pink,false
English,Alice Purple,false
English,Alice Red,false
English,Alice Teal,false
English,Alice Violet,false
English,Alice White,false
English,Alice Yellow,true
English,Bob Azure,true
English,Bob Beige,true
English,Bob Black,false
English,Bob Blue,false
English,Bob Brown,false
English,Bob Cyan,false
English,Bob Davis,false
English,Bob Gray,false
English,Bob Green,false
English,Bob Indigo,false
English,Bob Johnson,false
English,Bob Magenta,false
English,Bob Orange,false
English,Bob Pink,true
English,Bob Purple,false
English,Bob Red,false
English,Bob Teal,false
English,Bob Violet,false
English,Bob White,false
English,Bob Yellow,false
English,Charlie Azure,true
English,Charlie Beige,false
English,Charlie Black,false
English,Charlie Blue,false
English,Charlie Brown,true
English,Charlie Cyan,false
English,Charlie Davis,false
English,Charlie Gray,false
English,Charlie Green,true
English,Charlie Indigo,false
English,Charlie Johnson,true
English,Charlie Magenta,false
English,Charlie Orange,true
English,Charlie Pink,false
English,Charlie Purple,false
English,Charlie Red,false
English,Charlie Teal,true
English,Charlie Violet,true
English,Charlie White,true
English,Charlie Yellow,false
English,Dana Azure,true
English,Dana Beige,false
English,Dana Black,false
English,Dana Blue,true
English,Dana Brown,true
English,Dana Cyan,true
English,Dana Davis,false
English,Dana Gray,true
English,Dana Green,false
English,Dana Indigo,false
English,Dana Johnson,false
English,Dana Magenta,true
English,Dana Orange,false
English,Dana Pink,false
English,Dana Purple,true
English,Dana Red,false
English,Dana Teal,true
English,Dana Violet,false
English,Dana White,true
English,Dana Yellow,true
English,Eve Azure,false
English,Eve Beige,false
English,Eve Black,true
English,Eve Blue,true
English,Eve Brown,false
English,Eve Cyan,false
English,Eve Davis,false
English,Eve Gray,true
English,Eve Green,false
English,Eve Indigo,false
English,Eve Johnson,false
English,Eve Magenta,false
English,Eve Orange,false
English,Eve Pink,true
English,Eve Purple,false
English,Eve Red,false
English,Eve Teal,true
English,Eve Violet,true
English,Eve White,true
English,Eve Yellow,false
English,Frank Azure,false
English,Frank Beige,false
English,Frank Black,false
English,Frank Blue,false
English,Frank Brown,false
English,Frank Cyan,true
English,Frank Davis,false
English,Frank Gray,false
English,Frank Green,true
English,Frank Indigo,false
English,Frank Johnson,true
English,Frank Magenta,false
English,Frank Orange,false
English,Frank Pink,false
English,Frank Purple,false
English,Frank Red,false
English,Frank Teal,false
English,Frank Violet,true
English,Frank White,false
English,Frank Yellow,true
English,Grace Azure,false
English,Grace Beige,false
English,Grace Black,false
English,Grace Blue,false
English,Grace Brown,false
English,Grace Cyan,false
English,Grace Davis,true
English,Grace Gray,false
English,Grace Green,false
English,Grace Indigo,true
English,Grace Johnson,false
English,Grace Magenta,false
English,Grace Orange,true
English,Grace Pink,true
English,Grace Purple,false
English,Grace Red,false
English,Grace Teal,true
English,Grace Violet,true
English,Grace White,false
English,Grace Yellow,false
English,Hank Azure,false
English,Hank Beige,false
English,Hank Black,false
English,Hank Blue,false
English,Hank Brown,true
English,Hank Cyan,false
English,Hank Davis,false
English,Hank Gray,false
English,Hank Green,false
English,Hank Indigo,false
English,Hank Johnson,false
English,Hank Magenta,false
English,Hank Orange,false
English,Hank Pink,true
English,Hank Purple,false
English,Hank Red,false
English,Hank Teal,false
